,Placement,Team,Score,TitleEligibile,Year,Event,Date,Division
7,8,Stacey Muir & Thunder,134.0,XW-WCP Elite,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Classic Plastic (Women's)
8,9,Becca Hancock & Sage,131.0,XW-WCP Elite,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Classic Plastic (Women's)
9,10,Lori Siddons & Mercy,130.1,XW-WCP Elite,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Classic Plastic (Women's)
10,11,Tina Diehl & Cooper,124.1,XW-WCP Elite,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Classic Plastic (Women's)
11,12,Deneane Hart & Apex,89.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Classic Plastic (Women's)
12,13,Stacey Muir & Te'o,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Classic Plastic (Women's)
13,13,Nicole Brumble & Clementine,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Classic Plastic (Women's)
14,13,Candie Kilbourne & Cutter,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Classic Plastic (Women's)
0,1,Matt Bilderback & Bazooka,222.0,XW-MLP Expert,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Men's)
1,2,Mark Muir & Kaila,213.1,XW-MLP Expert,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Men's)
2,3,Mike Dillon & KT,209.1,XW-MLP Expert,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Men's)
3,4,Darron Barrus & The Stat,209.0,XW-MLP Advanced,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Men's)
4,5,Mark Muir & Merlina,204.0,XW-MLP Advanced,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Men's)
5,6,Jason Rigler & Cooper,202.0,XW-MLP Advanced,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Men's)
6,7,Dean Werts & Siri,193.0,XW-MLP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Men's)
7,8,Jason Rigler & Mayhem,190.1,XW-MLP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Men's)
8,9,Gordon Cheung & Karma,151.0,XW-MLP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Men's)
9,10,Mark Muir & Sage,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Men's)
10,10,Gary Duke & Banshee,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Men's)
11,10,Mark Muir & Te'o,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Men's)
12,10,Dean Werts & Jenga,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Men's)
13,10,Mike Dillon & Molly,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Men's)
0,1,Jenelle Miller & Karu,214.0,XW-WLP Elite,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Women's)
1,2,Nicole Brumble & Lilly,164.1,XW-WLP Expert,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Women's)
2,3,Nicole Brumble & Clementine,161.1,XW-WLP Expert,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Women's)
3,4,Stacey Muir & Thunder,141.0,XW-WLP Advanced,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Women's)
4,5,Susan Markham & Ripper,140.1,XW-WLP Advanced,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Women's)
5,6,Becca Hancock & Crash,133.0,XW-WLP Advanced,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Women's)
6,7,Bri Benton & Ransom,129.1,XW-WLP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Women's)
7,8,Becca Hancock & Sage,129.0,XW-WLP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Women's)
8,9,Deneane Hart & Apex,127.1,XW-WLP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Women's)
9,10,Bri Benton & Tex,127.0,XW-WLP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Women's)
10,11,Lori Siddons & Karma,124.0,XW-WLP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Women's)
11,12,Tina Diehl & Cooper,117.1,XW-WLP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Women's)
12,13,Lori Siddons & Mercy,112.1,XW-WLP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Women's)
13,14,Criss Brown & Kora,102.0,XW-WLP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Light Plastic (Women's)
0,1,Mark Muir & Lilly,209.0,XW-MM Elite,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Men's)
1,2,Gary Duke & Traffic,179.0,XW-MM Expert,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Men's)
2,3,Frank Montgomery & Chicklet,174.1,XW-MM Expert,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Men's)
3,4,Timothy Geib & Auggie,161.0,XW-MM Advanced,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Men's)
4,5,Gordon Cheung & Cindy Lou Who,160.1,XW-MM Advanced,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Men's)
5,6,Frank Montgomery & Bil Boy Blu,160.0,XW-MM Advanced,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Men's)
6,7,Frank Montgomery & Bentley,143.0,XW-MM Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Men's)
7,8,Mark Muir & Hope,129.1,XW-MM Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Men's)
8,9,Frank Montgomery & Glenna,114.1,XW-MM Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Men's)
9,10,Darron Barrus & Dally Boy,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Men's)
10,10,Mark Muir & Eclipse,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Men's)
11,10,Mike Dillon & Ice,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Men's)
0,1,Jenelle Miller & Blink,189.1,XW-WM Elite,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Women's)
1,2,Nicole Brumble & Lilly,166.0,XW-WM Elite,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Women's)
2,3,Jenelle Miller & Habit,136.0,XW-WM Elite,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Women's)
3,4,Becca Hancock & Eclipse,130.1,XW-WM Elite,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Women's)
4,5,Bri Benton & Ransom,129.1,XW-WM Elite,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Women's)
5,6,Stacey Muir & Hope,111.0,XW-WM Advanced,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Women's)
6,7,Criss Brown & Blaze,107.0,XW-WM Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Women's)
7,8,Robin Herman & Nano,99.0,XQ-WM Elite,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Women's)
8,9,Melanie Griggs & Glenna,83.1,XQ-WM Expert,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,MicroDog (Women's)
0,1,Michael Hammock & Jenga,239.0,XW-MUP Expert,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
1,2,Michael Hammock & Paxi,236.0,XW-MUP Expert,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
2,3,Darron Barrus & The Stat,226.0,XW-MUP Expert,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
3,3,Daan Krieken & DJ,226.0,XW-MUP Expert,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
4,5,Mike Dillon & Molly,211.0,XW-MUP Advanced,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
5,6,Jason Rigler & The Kai Bear,202.0,XW-MUP Advanced,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
6,7,Chris Knapp & Jack,187.1,XW-MUP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
7,8,Blake Kilbourne & Mako,177.1,XW-MUP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
8,9,Dean Werts & Tease,170.1,XW-MUP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
9,10,Rick Nielsen & Ripp,158.1,XW-MUP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
10,11,Darron Barrus & The Ripper,11.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
11,12,Darron Barrus & The Stud,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
12,12,Gary Duke & Banshee,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
13,12,Gary Duke & Fiona,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
14,12,Blake Kilbourne & Cutter,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
15,12,Matt Bilderback & Bazooka,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
16,12,Dean Werts & Jenga,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Men's)
0,1,Jenelle Miller & Enzo,178.0,XW-WUP Expert,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Women's)
1,2,Nicole Brumble & Lilly,175.1,XW-WUP Expert,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Women's)
2,3,Jackie Rodeffer-Scheetz & Killian,155.0,XW-WUP Expert,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Women's)
3,4,Stacey Muir & Thunder,145.0,XW-WUP Advanced,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Women's)
4,5,Lori Siddons & Mercy,141.1,XW-WUP Advanced,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Women's)
5,6,Becca Hancock & Sage,133.0,XW-WUP Advanced,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Women's)
6,7,Tina Diehl & Cooper,129.0,XW-WUP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Women's)
7,8,Bri Benton & Dallas,118.1,XW-WUP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Women's)
8,9,Candie Kilbourne & Mako,117.1,XW-WUP Basic,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Women's)
9,10,Jill Best & Logan,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Women's)
10,10,Deneane Hart & Aison,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Women's)
11,10,Stacey Muir & Te'o,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Women's)
12,10,Nicole Brumble & Clementine,0.0,,2015,"World Championship | Chattanooga, Tennessee",9/23/2015,Unlimited Plastic (Women's)
0,1*,Matt Bilderback & Bazooka,228.0,XQ-MCP Expert,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Men's)
1,2*,Darron Barrus & Dally Boy,220.1,XQ-MCP Expert,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Men's)
2,3*,Darron Barrus & The Ripper,219.1,XQ-MCP Expert,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Men's)
3,4*,David Gosch & RA-Kin,200.0,XQ-MCP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Men's)
4,5*,Brad Rogerson & Ainsley,192.0,XQ-MCP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Men's)
5,6*,Michael Hammock & Levi,187.0,XQ-MCP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Men's)
6,7,Darron Barrus & The Stud,186.0,XQ-MCP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Men's)
7,8,Chris Knapp & Jack,173.1,XQ-MCP Basic,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Men's)
8,9,Darron Barrus & The Stat,173.0,XQ-MCP Basic,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Men's)
9,10,Gabo Huerta & Merlina,163.0,XQ-MCP Basic,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Men's)
10,11,Michael Childress & Bonnie,156.1,XQ-MCP Basic,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Men's)
11,12,Joe Adams & Scout,144.0,XQ-MCP Basic,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Men's)
12,13,Brad Rogerson & Huali,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Men's)
13,13,Matt Bilderback & Sunny,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Men's)
0,1*,Jenelle Miller & Enzo,182.0,XQ-WCP Elite,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Women's)
1,2*,Jackie Rodeffer-Scheetz & Towser,169.1,XQ-WCP Expert,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Women's)
2,3*,Jackie Rodeffer-Scheetz & Killian,148.0,XQ-WCP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Women's)
3,4*,Stacey Muir & Kailia,144.1,XQ-WCP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Women's)
4,5*,Stacey Muir & Te'o,143.0,XQ-WCP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Women's)
5,6*,Lori Siddons & Mercy,134.1,XQ-WCP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Women's)
6,7,Bri Benton & Tex,133.1,XQ-WCP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Women's)
7,8,Bri Benton & Ransom,127.0,XQ-WCP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Women's)
8,9,Aura-Maria Moreno Sierra & Poirot,124.0,XQ-WCP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Women's)
9,10,Jill Best & Logan,123.1,XQ-WCP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Women's)
10,11,Lori Siddons & Karma,122.1,XQ-WCP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Women's)
11,12,Bri Benton & Dallas,122.1,XQ-WCP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Women's)
12,13,Criss Brown & Kora,117.0,XQ-WCP Basic,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Women's)
13,14,Jessica Hunt & Baby Girl,96.1,XQ-WCP Basic,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Women's)
14,15,Rachael Mohr & Charli,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Classic Plastic (Women's)
0,1*,Mike Dillon & Molly,212.0,XQ-MLP Elite,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Men's)
1,2*,Darron Barrus & The Stat,200.1,XQ-MLP Expert,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Men's)
2,3*,Jason Rigler & Mayhem,190.0,XQ-MLP Expert,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Men's)
3,4*,Gary Duke & Banshee,186.1,XQ-MLP Expert,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Men's)
4,5*,Mark Muir & Kailia,186.1,XQ-MLP Expert,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Men's)
5,6*,Mark Muir & Merlina,178.1,XQ-MLP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Men's)
6,7,Mark Muir & Clementine,178.1,XQ-MLP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Men's)
7,8,Mark Muir & Thunder,176.0,XQ-MLP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Men's)
8,9,Michael Childress & Bonnie,172.0,XQ-MLP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Men's)
9,10,Mark Muir & Poirot,171.1,XQ-MLP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Men's)
10,11,David Gosch & RA-Kin,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Men's)
11,11,Gary Duke & Peat,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Men's)
12,11,Mark Muir & Georgia,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Men's)
13,11,Andrew Wagner & Sapphire,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Men's)
0,1*,Jenelle Miller & Karu,188.0,XQ-WLP Elite,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Women's)
1,2*,Tina Diehl & Cooper,135.1,XQ-WLP Expert,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Women's)
2,3*,Lori Siddons & Karma,129.0,XQ-WLP Expert,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Women's)
3,4*,Bri Benton & Tex,123.0,XQ-WLP Expert,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Women's)
4,5*,Becca Hancock & Crash,116.1,XQ-WLP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Women's)
5,6*,Criss Brown & Kora,108.0,XQ-WLP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Women's)
6,7,Jenelle Miller & Enzo,105.1,XQ-WLP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Women's)
7,8,Jessica Hunt & Baby Girl,91.0,XQ-WLP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Women's)
8,9,Nicole Brumble & Rocket,52.0,,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Women's)
9,10,Bri Benton & Dallas,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Women's)
10,10,Rachael Mohr & Charli,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Women's)
11,10,Stacey Muir & Te'o,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Women's)
12,10,Jill Best & Logan,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Light Plastic (Women's)
0,1*,Timothy Geib & Auggie,183.0,XQ-MM Elite,2015,"East Ridge, Tennessee",9/22/2015,MicroDog (Men's)
1,2*,Frank Montgomery & Glenna,147.1,XQ-MM Elite,2015,"East Ridge, Tennessee",9/22/2015,MicroDog (Men's)
2,3*,Frank Montgomery & Bil Boy Blu,137.1,XQ-MM Elite,2015,"East Ridge, Tennessee",9/22/2015,MicroDog (Men's)
3,4*,Gary Duke & Traffic,134.0,XQ-MM Elite,2015,"East Ridge, Tennessee",9/22/2015,MicroDog (Men's)
4,5,Brad Rogerson & Huali,0.0,,2015,"East Ridge, Tennessee",9/22/2015,MicroDog (Men's)
5,5,David Gosch & Dani California,0.0,,2015,"East Ridge, Tennessee",9/22/2015,MicroDog (Men's)
6,5,Frank Montgomery & Gracie Lou,0.0,,2015,"East Ridge, Tennessee",9/22/2015,MicroDog (Men's)
0,1*,Jenelle Miller & Blink,166.1,XQ-WM Elite,2015,"East Ridge, Tennessee",9/22/2015,MicroDog (Women's)
1,2*,Criss Brown & Blaze,117.0,XQ-WM Elite,2015,"East Ridge, Tennessee",9/22/2015,MicroDog (Women's)
2,3*,Bri Benton & Ransom,66.1,XQ-WM Basic,2015,"East Ridge, Tennessee",9/22/2015,MicroDog (Women's)
0,1*,Darron Barrus & The Stud,226.0,XQ-MUP Expert,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
1,2*,Gary Duke & Fiona,223.1,XQ-MUP Expert,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
2,3*,Darron Barrus & The Stat,218.0,XQ-MUP Expert,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
3,4*,Gary Duke & Banshee,214.0,XQ-MUP Expert,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
4,5*,Darron Barrus & The Ripper,212.1,XQ-MUP Expert,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
5,6*,Chris Knapp & Jack,212.0,XQ-MUP Expert,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
6,7,Darron Barrus & The Twitch,210.1,XQ-MUP Expert,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
7,8,Michael Hammock & Levi,209.1,XQ-MUP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
8,9,Jason Rigler & Business,193.0,XQ-MUP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
9,10,Mike Dillon & KT,192.1,XQ-MUP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
10,11,Andrew Wagner & Sapphire,187.1,XQ-MUP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
11,12,Joe Adams & Scout,180.1,XQ-MUP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
12,13,Gabo Huerta & Merlina,177.1,XQ-MUP Basic,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
13,14,Sun Ying & Orlando,176.1,XQ-MUP Basic,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
14,15,Brad Rogerson & Ainsley,175.1,XQ-MUP Basic,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
15,16,Michael Childress & Bonnie,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
16,16,Brad Rogerson & Huali,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
17,16,Matt Bilderback & Sunny,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
18,16,David Gosch & RA-Kin,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
19,16,Gary Duke & Peat,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
20,16,Richie Mohr & Charli,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
21,16,Hsieh KaiAn & Hugo,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Men's)
0,1*,Jenelle Miller & Enzo,188.0,XQ-WUP Elite,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Women's)
1,2*,Nicole Brumble & Lilly,167.1,XQ-WUP Expert,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Women's)
2,3*,Nicole Brumble & Clementine,165.0,XQ-WUP Expert,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Women's)
3,4*,Deneane Hart & Aison,160.0,XQ-WUP Expert,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Women's)
4,5*,Stacey Muir & Clementine,157.1,XQ-WUP Expert,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Women's)
5,6*,Jackie Rodeffer-Scheetz & Killian,146.0,XQ-WUP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Women's)
6,7,Jackie Rodeffer-Scheetz & Towser,139.0,XQ-WUP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Women's)
7,8,Becca Hancock & Crash,127.0,XQ-WUP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Women's)
8,9,Bri Benton & Tex,125.1,XQ-WUP Advanced,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Women's)
9,10,Lori Siddons & Karma,117.0,XQ-WUP Basic,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Women's)
10,11,Criss Brown & Kora,91.1,,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Women's)
11,12,Jenelle Miller & Karu,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Women's)
12,12,Jessica Hunt & Baby Girl,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Women's)
13,12,Deneane Hart & Apex,0.0,,2015,"East Ridge, Tennessee",9/22/2015,Unlimited Plastic (Women's)
0,1*,Rick Rauwerda & RiffRaff,185.8,XQ-MCP Advanced,2015,"Cookstown, Ontario, Canada",8/15/2015,Classic Plastic (Men's)
1,2,Rick Rauwerda & Lottie,177.3,XQ-MCP Basic,2015,"Cookstown, Ontario, Canada",8/15/2015,Classic Plastic (Men's)
2,3,Daniel Belanger & Sully,174.0,XQ-MCP Basic,2015,"Cookstown, Ontario, Canada",8/15/2015,Classic Plastic (Men's)
3,4,Daniel Belanger & Nick JR,168.8,XQ-MCP Basic,2015,"Cookstown, Ontario, Canada",8/15/2015,Classic Plastic (Men's)
4,5,Gordon Cheung & Karma,168.3,XQ-MCP Basic,2015,"Cookstown, Ontario, Canada",8/15/2015,Classic Plastic (Men's)
5,6,Andrew McVittie & Trouble,0.0,,2015,"Cookstown, Ontario, Canada",8/15/2015,Classic Plastic (Men's)
6,7,Mario Faubert & Jax,0.0,,2015,"Cookstown, Ontario, Canada",8/15/2015,Classic Plastic (Men's)
0,1*,Jenelle Miller & Karu,164.0,XQ-WCP Expert,2015,"Cookstown, Ontario, Canada",8/15/2015,Classic Plastic (Women's)
1,2,Lori Siddons & Mercy,119.8,XQ-WCP Basic,2015,"Cookstown, Ontario, Canada",8/15/2015,Classic Plastic (Women's)
2,3,Carol Lawrence & Thorpe,109.8,XQ-WCP Basic,2015,"Cookstown, Ontario, Canada",8/15/2015,Classic Plastic (Women's)
3,4,Louise Andrews & Blink,93.8,XQ-WCP Basic,2015,"Cookstown, Ontario, Canada",8/15/2015,Classic Plastic (Women's)
4,5,Louise Andrews & Sheba,92.3,XQ-WCP Basic,2015,"Cookstown, Ontario, Canada",8/15/2015,Classic Plastic (Women's)
5,6,Kim Young & Keji,0.0,,2015,"Cookstown, Ontario, Canada",8/15/2015,Classic Plastic (Women's)
6,7,Kim Young & Tuque,0.0,,2015,"Cookstown, Ontario, Canada",8/15/2015,Classic Plastic (Women's)
0,1*,Gordon Cheung & Karma,201.7,XQ-MLP Expert,2015,"Cookstown, Ontario, Canada",8/15/2015,Light Plastic (Men's)
